"eid","code","name","countrycode","statecode","metrocode","citycode","phoneprefix","type","lat","lon"
"ap/GYP","GYP","Gympie Arpt","AU","QL","","GYP","QHF",9,-26.28,152.7
"ap/GYR","GYR","Litchfield Goodyear Arpt","US","AZ","","GYR","",9,33.42,-112.36
"ap/GYS","GYS","Guang Yuan Arpt","CN","","","GYS","QHF",2,32.39,105.69
"ap/GYY","GYY","Gary International Arpt","US","IN","","GYY","QHF",9,41.61,-87.4
"ap/GZA","GZA","Gaza International Arpt","PS","","","GZA","QHF",2,31.24,34.27
"ap/GZM","GZM","Gozo Arpt","MT","","","GZM","",2,36.06,14.25
"ap/GZO","GZO","Gizo Arpt","SB","","","GZO","QHF",3,-8.1,156.86
"ap/GZT","GZT","Gaziantep Arpt","TR","","","GZT","",2,36.94,37.47
"ap/HAC","HAC","Hachijo Jima Arpt","JP","","","HAC","QHF",2,33.11,139.79
"ap/HAD","HAD","Halmstad Arpt","SE","","","HAD","",2,56.68,12.83
"ap/HAH","HAH","Prince Said Ibrahim In","KM","","","YVA","",2,-11.53,43.26
"ap/HAJ","HAJ","Hanover Arpt","DE","","","HAJ","",2,52.46,9.68
"ap/HAK","HAK","Haikou Arpt","CN","","","HAK","QHF",2,20.01,110.34
"ap/HAM","HAM","Fuhlsbuettel Arpt","DE","","","HAM","",2,53.63,10
"ap/HAN","HAN","Noibai Arpt","VN","","","HAN","QHF",2,21.03,105.89
"ap/HAP","HAP","Long Island Arpt","AU","QL","","HAP","QHF",2,-20.33,148.85
"ap/HAS","HAS","Hail Arpt","SA","","","HAS","QHF",2,27.6,41.68
"ap/HAU","HAU","Karmoy Arpt","NO","","","HAU","QHF",2,59.34,5.2
"ap/HAV","HAV","Jose Marti Intl Arpt","CU","","","HAV","",2,23,-82.4
"ap/HBA","HBA","Hobart International Arpt","AU","TS","","HBA","QHF",2,-42.83,147.5
"ap/HBE","HBE","Borg El Arab Arpt","EG","","","HBE","QHF",2,30.91,29.68
"ap/HBG","HBG","Bobby L Chain Municipal","US","MS","","HBG","",9,31.25,-89.25
"ap/HBI","HBI","Harbour Island Arpt","BS","","","HBI","",9,25.75,-77.86
"ap/HBT","HBT","Hafr Albatin Arpt","SA","","","HBT","",2,27.89,45.52
"ap/HCN","HCN","Hengchun Arpt","TW","","","HCN","",9,22,120.7
"ap/HDB","HDB","Heidelberg Arpt","DE","","","HDB","",2,49.41,8.71
"ap/HDD","HDD","Hyderabad","PK","","","HDD","QHF",9,25.32,68.36
"ap/HDF","HDF","Heringsdorf Arpt","DE","","","HDF","",2,54.3,11
"ap/HDN","HDN","Hayden Arpt","US","CO","","HDN","",2,40.48,-107.21
"ap/HDS","HDS","Hoedspruit Arpt","ZA","","","HDS","",2,-24.35,30.95
"ap/HDY","HDY","Hat Yai Arpt","TH","","","HDY","",2,6.93,100.39
"ap/HEH","HEH","Heho Arpt","MM","","","HEH","QHF",2,20.74,96.79
"ap/HEI","HEI","Heide Arpt","DE","","","HEI","",2,54.14,9.1
"ap/HEL","HEL","Helsinki Arpt","FI","","","HEL","",2,60.31,24.96
"ap/HER","HER","N Kazantzakis Arpt","GR","","","HER","",2,35.34,25.18
"ap/HET","HET","Hohhot Arpt","CN","","","HET","QHF",2,40.85,111.82
"ap/HEW","HEW","Athens Hellinikon Arpt","GR","","","ATH","",9,37.94,23.8
"ap/HEX","HEX","Herrera Arpt","DO","","","SDQ","QHF",3,18.47,-69.97
"ap/HEZ","HEZ","Natchez Adams Cty","US","MS","","HEZ","",9,31.61,-91.29
"ap/HFA","HFA","Haifa Arpt","IL","","","HFA","",2,32.8,35.05
"ap/HFD","HFD","Brainard Arpt","US","CT","","HFD","",9,41.64,-72.54
"ap/HFE","HFE","Hefei Arpt","CN","","","HFE","QHF",2,31.95,117.28
"ap/HFN","HFN","Hornafjordur Arpt","IS","","","HFN","",9,64.25,-15.18
"ap/HFT","HFT","Hammerfest Arpt","NO","","","HFT","",2,70.66,23.7
"ap/HGD","HGD","Hughenden Arpt","AU","QL","","HGD","QHF",2,-20.81,144.22
"ap/HGH","HGH","Hangzhou Arpt","CN","","","HGH","",2,30.33,120.23
"ap/HGL","HGL","Helgoland Arpt","DE","","","HGL","QHF",2,54.18,7.91
"ap/HGN","HGN","Mae Hong Son Arpt","TH","","","HGN","",2,19.26,97.93
"ap/HGR","HGR","Washington Cty Regional","US","MD","","HGR","",2,39.71,-77.72
"ap/HGU","HGU","Kagamuga Arpt","PG","","","HGU","",2,-5.86,144.21
"ap/HHA","HHA","Changsha Huanghua Arpt","CN","","","HHA","",9,28.18,113.21
"ap/HHE","HHE","Hachinohe Arpt","JP","","","HHE","QHF",9,40.55,141.48
"ap/HHH","HHH","Hilton Head Municipal","US","SC","","HHH","",2,32.22,-80.7
"ap/HHN","HHN","Hahn Arpt","DE","","","FRA","",2,49.94,7.25
"ap/HHQ","HHQ","Hua Hin Arpt","TH","","","HHQ","",2,12.63,99.95
"ap/HHR","HHR","Hawthorne Arpt","US","CA","","HHR","",2,33.92,-118.33
"ap/HIB","HIB","Hibbing Chisolm Arpt","US","MN","","HIB","",2,47.39,-92.84
"ap/HID","HID","Horn Island Arpt","AU","QL","","HID","QHF",2,-10.61,142.28
"ap/HII","HII","Lake Havasu City Municipal Airport","US","AZ","","HII","",2,34.56,-114.35
"ap/HIJ","HIJ","Hiroshima Airport","JP","","","HIJ","",2,34.36,132.42
"ap/HIK","HIK","Hickam Air Force Base","US","HI","","HNL","",9,21.33,-157.93
"ap/HIN","HIN","Sacheon Arpt","KR","","","HIN","",2,35.25,128.38
"ap/HIO","HIO","Portland Hillsboro Arpt","US","OR","","HIO","",9,45.53,-122.95
"ap/HIR","HIR","Henderson Intl Arpt","SB","","","HIR","",2,-9.41,160.05
"ap/HIS","HIS","Hayman Island Arpt","AU","QL","","HIS","QHF",2,-20.06,148.86
"ap/HJR","HJR","Khajuraho Arpt","IN","","","HJR","QHF",2,24.82,79.92
"ap/HKA","HKA","Blytheville Municipal Arpt","US","AR","","HKA","",9,35.93,-89.83
"ap/HKB","HKB","Healy Lake Arpt","US","AK","","HKB","",2,63.86,-148.96
"ap/HKD","HKD","Hakodate Arpt","JP","","","HKD","QHF",2,41.76,140.81
"ap/HKG","HKG","Hong Kong Intl","HK","","","HKG","",2,22.3,113.93
"ap/HKK","HKK","Hokitika Airport","NZ","","","HKK","",2,-42.71,170.96
"ap/HKN","HKN","Hoskins Arpt","PG","","","HKN","",2,-5.75,150.41
"ap/HKS","HKS","Hawkins Field","US","MS","","JAN","",9,32.33,-90.22
"ap/HKT","HKT","Phuket Intl Airport","TH","","","HKT","",2,8.11,98.3
"ap/HKY","HKY","Hickory Municipal","US","NC","","HKY","",9,35.74,-81.38
"ap/HLA","HLA","Lanseria Arpt","ZA","","","HLA","",9,-25.93,27.94
"ap/HLB","HLB","Hillenbrand","US","IN","","HLB","",9,39.25,-85.25
"ap/HLD","HLD","Hailer Arpt","CN","","","HLD","QHF",3,49.2,119.7
"ap/HLF","HLF","Hultsfred Arpt","SE","","","HLF","QHF",2,57.52,15.82
"ap/HLM","HLM","Park Township","US","MI","","HLM","",9,42.78,-86.11
"ap/HLN","HLN","Helena Municipal","US","MT","","HLN","",2,46.6,-111.99
"ap/HLP","HLP","Halim Perdana Kusuma Arpt","ID","","","JKT","",9,-6.24,106.9
"ap/HLS","HLS","St Helens Arpt","AU","TS","","HLS","QHF",9,-41,148.16
"ap/HLW","HLW","Hluhluwe Arpt","ZA","","","HLW","",9,-28.01,32.25
"ap/HLY","HLY","Holyhead Rail Station","GB","","","HLY","",6,53.31,-4.63
"ap/HLZ","HLZ","Hamilton Arpt","NZ","","","HLZ","",2,-37.86,175.33
"ap/HMA","HMA","Khanty Mansiysk Arpt","RU","","","HMA","QHF",3,61.01,69.08
"ap/HME","HME","Oued Irara Arpt","DZ","","","HME","QHF",2,31.67,6.14
"ap/HMO","HMO","Gen Ignacio Pesqueira Garcia Arpt","MX","","","HMO","",2,29.09,-111.04
"ap/HMR","HMR","Hamar Arpt","NO","","","HMR","",2,60.81,11.06
"ap/HMV","HMV","Hemavan Flyg","SE","","","HMV","QHF",2,65.8,15.08
"ap/HNA","HNA","Hanamaki Arpt","JP","","","HNA","QHF",2,39.42,141.13
"ap/HNB","HNB","Huntingburg Municipal","US","IN","","HNB","QHF",9,38.24,-86.95
"ap/HND","HND","Haneda Arpt","JP","","TYO","TYO","",2,35.54,139.76
"ap/HNH","HNH","Hoonah Municipal Arpt","US","AK","","HNH","",2,58.1,-135.43
"ap/HNL","HNL","Honolulu Intl","US","HI","","HNL","",2,21.33,-157.92
"ap/HNM","HNM","Hana Municipal","US","HI","","HNM","",2,20.79,-156.01
"ap/HNS","HNS","Haines Municipal Arpt","US","AK","","HNS","",2,59.24,-135.52
"ap/HNY","HNY","Hengyang Arpt","CN","","","HNY","",9,26.9,112.6
"ap/HOB","HOB","Lea County Arpt","US","NM","","HOB","",2,32.7,-103.13
"ap/HOD","HOD","Hodeidah Arpt","YE","","","HOD","QHF",3,14.74,42.98
"ap/HOF","HOF","Alahsa Arpt","SA","","","HOF","QHF",2,25.33,49.59
"ap/HOG","HOG","Frank Pias Arpt","CU","","","HOG","",2,20.86,-76.31
"ap/HOM","HOM","Homer Municipal Arpt","US","AK","","HOM","",2,59.64,-151.55
"ap/HON","HON","Huron Municipal","US","SD","","HON","",2,44.38,-98.22
"ap/HOP","HOP","Hopkinsville Christian Country Arpt","US","KY","","HOP","",9,36.85,-87.45
"ap/HOQ","HOQ","Hof Pirk Arpt","DE","","","HOQ","QHF",2,50.28,11.86
"ap/HOR","HOR","Horta Arpt","PT","","","HOR","",2,38.53,-28.61
"ap/HOT","HOT","Memorial Field","US","AR","","HOT","QHF",2,34.48,-93.09
"ap/HOU","HOU","Houston - Hobby airport","US","TX","QHO","HOU","",2,29.65,-95.27
"ap/HOV","HOV","Hovden Arpt","NO","","","HOV","",2,62.2,6.15
"ap/HPA","HPA","Salote Pilolevu Arpt","TO","","","HPA","",2,-19.81,-174.33
"ap/HPH","HPH","Catbi Arpt","VN","","","HPH","QHF",2,20.81,106.72
"ap/HPN","HPN","Westchester County Arpt","US","NY","","HPN","QHF",2,41.06,-73.71
"ap/HPR","HPR","Central Hpr Arpt","ZA","","","PRY","QHF",9,-25.65,28.15
"ap/HPV","HPV","Princeville Arpt","US","HI","","HPV","",9,22.21,-159.44
"ap/HRB","HRB","Harbin Arpt","CN","","","HRB","",2,46.01,126.58
"ap/HRE","HRE","Harare Arpt","ZW","","","HRE","QHF",2,-17.93,31.09
"ap/HRG","HRG","Hurghada Airport","EG","","","HRG","",2,27.18,33.8
"ap/HRK","HRK","Kharkov Arpt","UA","","","HRK","",2,49.91,36.34
"ap/HRL","HRL","Rio Grande Valley Intl Arpt","US","TX","","HRL","",2,26.22,-97.65
"ap/HRO","HRO","Boone County Arpt","US","AR","","HRO","",2,36.26,-93.15
"ap/HRS","HRS","Harrismith Arpt","ZA","","","HRS","QHF",9,-28.23,29.1
"ap/HRT","HRT","Linton On Ouse","GB","","","HRT","",2,54.05,-1.25
"ap/HRZ","HRZ","Horizontina Arpt","BR","","","HRZ","QHF",9,-27.63,-54.34
"ap/HSG","HSG","Saga Arpt","JP","","","HSG","QHF",2,33.14,130.3
"ap/HSH","HSH","Henderson Sky Harbor Arpt","US","NV","","LAS","",9,35.98,-115.13
"ap/HSI","HSI","Hastings Municipal","US","NE","","HSI","",9,40.6,-98.42
"ap/HSL","HSL","Huslia Arpt","US","AK","","HSL","QHF",2,65.7,-156.36
"ap/HSN","HSN","Zhoushan Arpt","CN","","","HSN","QHF",2,31.03,121.45
"ap/HSP","HSP","Ingalls Field","US","VA","","HSP","",9,37.95,-79.83
"ap/HST","HST","Homestead Municipal","US","FL","","HST","",9,25.48,-80.38
"ap/HSV","HSV","Huntsville Intl Arpt","US","AL","","HSV","",2,34.64,-86.77
"ap/HSZ","HSZ","Hsinchun Arpt","TW","","","HSZ","",9,24.81,120.93
"ap/HTA","HTA","Chita Arpt","RU","","","HTA","",2,52.03,113.3
"ap/HTF","HTF","Hatfield Arpt","GB","","","HTF","",9,53.6,-0.98
"ap/HTI","HTI","Hamilton Island Arpt","AU","QL","","HTI","QHF",2,-20.35,148.95
"ap/HTO","HTO","East Hampton Arpt","US","NY","","HTO","",9,40.95,-72.25
"ap/HTS","HTS","Tri State Milton Arpt","US","WV","","HTS","",2,38.36,-82.55
"ap/HTV","HTV","Huntsville Arpt","US","TX","","HTV","",9,30.74,-95.58
"ap/HUC","HUC","Humacao Arpt","US","PR","","HUC","",9,18.13,-65.81
"ap/HUF","HUF","Hulman Field","US","IN","","HUF","",9,39.45,-87.3
"ap/HUH","HUH","Huahine Arpt","PF","","","HUH","QHF",2,-16.68,-151.02
"ap/HUI","HUI","Phu Bai Arpt","VN","","","HUI","",2,16.4,107.68
"ap/HUM","HUM","Terrebonne Arpt","US","LA","","HUM","",9,29.58,-90.66
"ap/HUN","HUN","Hualien Arpt","TW","","","HUN","",2,24.02,121.44
"ap/HUS","HUS","Hughes Municipal Arpt","US","AK","","HUS","QHF",3,66.02,-154.25
"ap/HUT","HUT","Hutchinson Municipal","US","KS","","HUT","",9,38.05,-97.85
"ap/HUU","HUU","Huanuco Arpt","PE","","","HUU","",2,-9.87,-76.18
"ap/HUV","HUV","Hudiksvall Arpt","SE","","","HUV","",2,61.73,17.11
"ap/HUX","HUX","Bahia De Huatulco Arpt","MX","","","HUX","",2,15.77,-96.26
"ap/HUY","HUY","Humberside Arpt","GB","","","HUY","",2,53.57,-0.35
"ap/HUZ","HUZ","Huizhou Arpt","CN","","","HUZ","",3,23.08,114.36
"ap/HVB","HVB","Hervey Bay","AU","QL","","HVB","QHF",2,-25.32,152.88
"ap/HVE","HVE","Intermediate Arpt","US","UT","","HVE","",9,38.41,-110.7
"ap/HVG","HVG","Valan Arpt","NO","","","HVG","QHF",2,71,25.98
"ap/HVN","HVN","Tweed New Haven Arpt","US","CT","","HVN","",2,41.26,-72.89
"ap/HVR","HVR","City County","US","MT","","HVR","",2,48.55,-109.76
"ap/HWD","HWD","Hayward Air Terminal","US","CA","","HWD","",9,37.65,-122.12
"ap/HWN","HWN","Hwange Arpt","ZW","","","HWN","",9,-18.36,26.51
"ap/HYA","HYA","Barnstable Cty Arpt","US","MA","","HYA","",2,41.66,-70.28
"ap/HYD","HYD","Begumpet Arpt","IN","","","HYD","QHF",2,17.45,78.46
"ap/HYN","HYN","Huangyan Arpt","CN","","","HYN","",2,28.41,122.36
"ap/HYR","HYR","Hayward Municipal","US","WI","","HYR","",9,46.02,-91.43
"ap/HYS","HYS","Hays Municipal","US","KS","","HYS","",2,38.85,-99.27
"ap/HZK","HZK","Husavik Arpt","IS","","","HZK","QHF",9,65.95,-17.42
"ap/IAD","IAD","Washington - Dulles airport","US","DC","WAS","WAS","",2,38.95,-77.45
"ap/IAG","IAG","Niagara Falls Intl Arpt","US","NY","","IAG","",9,43.01,-79.03
"ap/IAH","IAH","Houston - Intercontinental airport","US","TX","QHO","HOU","",2,29.98,-95.34
"ap/IAR","IAR","Yaroslavl Arpt","RU","","","IAR","",9,57.56,39.86
"ap/IAS","IAS","Iasi Arpt","RO","","","IAS","QHF",2,47.18,27.6
"ap/IBZ","IBZ","Ibiza Airport","ES","","","IBZ","",2,38.87,1.37
"ap/ICN","ICN","Incheon Intl Arpt","KR","","","SEL","",2,37.42,126.37
"ap/ICT","ICT","Mid Continent Arpt","US","KS","","ICT","",2,37.65,-97.38
"ap/IDA","IDA","Fanning Field","US","ID","","IDA","",2,43.51,-112.06
"ap/IDI","IDI","Indiana County Arpt","US","PA","","IDI","",9,40.63,-79.15
"ap/IDR","IDR","Indore Arpt","IN","","","IDR","QHF",2,22.72,75.8
"ap/IEG","IEG","Babimost Arpt","PL","","","IEG","QHF",2,52.13,15.79
"ap/IEV","IEV","Zhulhany Arpt","UA","","","IEV","QHF",2,50.4,30.45
"ap/IFJ","IFJ","Isafjordur Arpt","IS","","","IFJ","",2,66.05,-23.13
"ap/IFN","IFN","Isfahan Arpt","IR","","","IFN","QHF",2,32.62,51.69
"ap/IFO","IFO","Ivano Frankovsk Arpt","UA","","","IFO","",2,48.88,24.68
"ap/IFP","IFP","Laughlin Bullhead Intl Arpt","US","AZ","","IFP","",2,35.16,-114.56
"ap/IGH","IGH","Ingham Arpt","AU","","","IGH","QHF",9,-18.8,146.1
"ap/IGL","IGL","Izmir Cigli Military","TR","","","IZM","",9,38.51,27
"ap/IGM","IGM","Mohave County","US","AZ","","IGM","",2,35.25,-113.95
"ap/IGR","IGR","Iguazu Intl","AR","","","IGR","",2,-25.68,-54.45
"ap/IGU","IGU","Cataratas Arpt","BR","","","IGU","QHF",2,-25.59,-54.48
"ap/IJK","IJK","Izhevsk Arpt","RU","","","IJK","",9,56.83,53.46
"ap/IJX","IJX","Jacksonville Municipal Arpt","US","IL","","IJX","",9,39.77,-90.23
"ap/IKA","IKA","Imam Khomeini Arpt","IR","","","THR","QHF",2,35.4,51.15
"ap/IKK","IKK","Greater Kankakee Arpt","US","IL","","IKK","",9,41.07,-87.84
"ap/IKT","IKT","Irkutsk Airport","RU","","","IKT","",2,52.5,104.33
"ap/ILE","ILE","Killeen Municipal","US","TX","","ILE","",2,31.15,-97.71
"ap/ILF","ILF","Ilford Rail Station","CA","MB","","ILF","",6,56.06,-95.58
"ap/ILG","ILG","Greater Wilmington New Castle","US","DE","","ILG","",9,39.67,-75.59
"ap/ILM","ILM","New Hanover Cty Arpt","US","NC","","ILM","",2,34.27,-77.9
"ap/ILO","ILO","Mandurriao Arpt","PH","","","ILO","QHF",2,10.71,122.54
"ap/ILP","ILP","Ile Des Pins Arpt","NC","","","ILP","",2,-22.58,167.44
"ap/ILY","ILY","Islay Arpt","GB","","","ILY","QHF",2,55.68,-6.25
"ap/ILZ","ILZ","Zilina Arpt","SK","","","ILZ","QHF",2,49.23,18.76
"ap/IMP","IMP","Imperatriz Arpt","BR","","","IMP","",2,-5.52,-47.47
"ap/IMT","IMT","Ford Arpt","US","MI","","IMT","",2,45.81,-88.11
"ap/INC","INC","Yinchuan Arpt","CN","","","INC","QHF",2,38.36,106.36
"ap/IND","IND","Indianapolis Intl Arpt","US","IN","","IND","",2,39.73,-86.27
"ap/INI","INI","Nis Arpt","RS","","","INI","QHF",3,43.33,21.85
"ap/INL","INL","Intl Falls Arpt","US","MN","","INL","",2,48.56,-93.39
"ap/INN","INN","Kranebitten Airport","AT","","","INN","",2,47.25,11.35
"ap/INT","INT","Smith Reynolds Arpt","US","NC","","INT","",2,36.13,-80.22
"ap/INU","INU","Nauru Intl Arpt","NR","","","INU","",2,-0.56,166.91
"ap/INV","INV","Inverness Arpt","GB","","","INV","",2,57.54,-4.05
"ap/INW","INW","Winslow Municipal","US","AZ","","INW","",9,35.02,-110.71
"ap/IOA","IOA","Ioannina Arpt","GR","","","IOA","",2,39.73,20.76
"ap/IOM","IOM","Ronaldsway Arpt","GB","","","IOM","",2,54.06,-4.6
"ap/IOS","IOS","Eduardo Gomes Airport","BR","","","IOS","",2,-14.81,-39.03
"ap/IOW","IOW","Iowa City Municipal Airport","US","IA","","IOW","QHF",9,41.63,-91.54
"ap/IPC","IPC","Mataveri Intl Arpt","CL","","","IPC","QHF",2,-27.15,-109.43
"ap/IPH","IPH","Ipoh Arpt","MY","","","IPH","",2,4.56,101.1
"ap/IPI","IPI","San Luis Arpt","CO","","","IPI","",2,0.86,-77.67
"ap/IPL","IPL","Imperial County","US","CA","","IPL","",2,32.83,-115.57
"ap/IPN","IPN","Usiminas Arpt","BR","","","IPN","",2,-19.5,-42.53
"ap/IPT","IPT","Williamsport Lycoming Municipal","US","PA","","IPT","",2,41.24,-76.91
"ap/IPW","IPW","Ipswitch Rail Station","GB","","","IPW","",6,52.05,1.15
"ap/IQQ","IQQ","Cavancha Chucumata Arpt","CL","","","IQQ","",2,-20.37,-70.17
"ap/IQT","IQT","C F Secada Arpt","PE","","","IQT","",2,-3.75,-73.25
"ap/IRG","IRG","Lockhart River Arpt","AU","QL","","IRG","QHF",2,-12.78,143.31
"ap/IRJ","IRJ","La Rioja Arpt","AR","","","IRJ","",2,-29.38,-66.81
"ap/IRK","IRK","Kirksville Municipal","US","MO","","IRK","",2,40.09,-92.54
"ap/IRS","IRS","Kirsch Municipal","US","MI","","IRS","",9,41.8,-85.43
"ap/ISA","ISA","Mount Isa Arpt","AU","QL","","ISA","QHF",2,-20.66,139.48
"ap/ISB","ISB","Islamabad Intl","PK","","","ISB","",2,33.61,73.01
"ap/ISC","ISC","St Marys Arpt","GB","","","ISC","",2,49.9,-6.4
"ap/ISG","ISG","Ishigaki Airport","JP","","","ISG","",2,24.34,124.18
"ap/ISH","ISH","Ischia Arpt","IT","","","ISH","",9,40.73,13.95
"ap/ISJ","ISJ","Isla Mujeres Arpt","MX","","","ISJ","",9,21.26,-86.75
"ap/ISM","ISM","Kissimmee Municipal Arpt","US","FL","","ISM","",9,28.28,-81.43
"ap/ISN","ISN","Sloulin Field Intl Arpt","US","ND","","ISN","",2,48.14,-103.62
"ap/ISO","ISO","East Reg Jetport Stallings","US","NC","","ISO","",2,35.32,-77.61
"ap/ISP","ISP","Long Island Macarthur Arpt","US","NY","","ISP","",2,40.78,-73.11
"ap/ISQ","ISQ","Schoolcraft County Arpt","US","MI","","ISQ","",9,45.96,-86.16
"ap/ISS","ISS","Wiscasset Arpt","US","ME","","ISS","",9,43.96,-69.71
"ap/IST","IST","Ataturk Arpt","TR","","","IST","",2,40.96,28.8
"ap/ISW","ISW","Alexander Field","US","WI","","ISW","QHF",3,44.36,-89.83
"ap/ITH","ITH","Tomkins County","US","NY","","ITH","",2,42.48,-76.46
"ap/ITM","ITM","Itami Arpt","JP","","","OSA","",2,34.78,135.44
"ap/ITO","ITO","Hilo Hawaii Intl","US","HI","","ITO","",2,19.72,-155.06
"ap/ITP","ITP","Itaperuna Arpt","BR","","","ITP","QHF",9,-21.21,-41.87
"ap/IUE","IUE","Hanan Arpt","NU","","","IUE","",2,-19,-169
"ap/IVC","IVC","Invercargill Arpt","NZ","","","IVC","",2,-46.41,168.32
"ap/IVL","IVL","Ivalo Arpt","FI","","","IVL","",2,68.65,27.6
"ap/IVR","IVR","Inverell Arpt","AU","NS","","IVR","QHF",2,-29.88,151.14
"ap/IWA","IWA","Ivanovo Arpt","RU","","","IWA","",9,57,41
"ap/IWD","IWD","Ironwood Arpt","US","MI","","IWD","",2,46.52,-90.13
"ap/IWJ","IWJ","Iwami Arpt","JP","","","IWJ","QHF",2,34.67,131.79
"ap/IWS","IWS","West Houston","US","TX","","HOU","",9,29.81,-95.66
"ap/IXB","IXB","Bagdogra Arpt","IN","","","IXB","",2,26.67,88.32
"ap/IXC","IXC","Chandigarh Arpt","IN","","","IXC","",2,30.67,76.79
"ap/IXD","IXD","Bamrauli Arpt","IN","","","IXD","",2,25.43,81.73
"ap/IXE","IXE","Bajpe Arpt","IN","","","IXE","",2,12.98,74.9
"ap/IXI","IXI","Lilabari Arpt","IN","","","IXI","QHF",2,27.29,94.08
"ap/IXJ","IXJ","Satwari Arpt","IN","","","IXJ","QHF",2,32.69,74.83
"ap/IXL","IXL","Leh Arpt","IN","","","IXL","QHF",2,34.13,77.54
"ap/IXM","IXM","Madurai Airport","IN","","","IXM","",2,9.83,78.09
"ap/IXR","IXR","Ranchi Arpt","IN","","","IXR","QHF",3,23.31,85.32
"ap/IXU","IXU","Chikkalthana Arpt","IN","","","IXU","",2,19.88,75.41
"ap/IXZ","IXZ","Port Blair Arpt","IN","","","IXZ","",2,11.64,92.73
"ap/IYK","IYK","Kern Cty Airport","US","CA","","IYK","",2,35.65,-117.83
"ap/IZO","IZO","Izumo Arpt","JP","","","IZO","",2,35.41,132.66
"ap/IZT","IZT","Ixtepec Arpt","MX","","","IZT","",9,16.56,-95.1
"ap/JAB","JAB","Jabiru Arpt","AU","NT","","JAB","QHF",9,-12.65,132.89
"ap/JAC","JAC","Jackson Hole Arpt","US","WY","","JAC","QHF",2,43.6,-110.73
"ap/JAI","JAI","Sanganeer Arpt","IN","","","JAI","",2,26.81,75.8
"ap/JAJ","JAJ","Perimeter Hlpt","US","GA","","ATL","",8,34,-84
"ap/JAL","JAL","Jalapa Arpt","MX","","","JAL","",2,19.58,-96.83
"ap/JAN","JAN","Jackson Evers Intl Arpt","US","MS","","JAN","QHF",2,32.31,-90.07
"ap/JAO","JAO","Beaver Ruin Helpt","US","GA","","ATL","",8,33.93,-84.15
"ap/JAP","JAP","Punta Renes Arpt","CR","","","JAP","",9,9.96,-84.83
"ap/JAV","JAV","Ilulissat Arpt","GL","","","JAV","",2,69.25,-51
"ap/JAX","JAX","Jacksonville Intl Arpt","US","FL","","JAX","",2,30.49,-81.68
"ap/JBP","JBP","Commerce Business Plaza Heliport","US","CA","","LAX","",8,33.98,-118.03
"ap/JBR","JBR","Jonesboro Municipal","US","AR","","JBR","",2,35.83,-90.65
"ap/JBS","JBS","Hacienda Business Park Hlpt","US","CA","","JBS","",8,37.68,-121.9
"ap/JCA","JCA","Croisette Heliport","FR","","","CEQ","",4,43.55,7.01
"ap/JCB","JCB","Joacaba Arpt","BR","","","JCB","",2,-27.16,-51.51
"ap/JCC","JCC","China Basin Hlpt","US","CA","","SFO","",8,37.78,-122.5
"ap/JCE","JCE","Oakland Conv Ctr Hlpt","US","CA","","OAK","",8,38,-122
"ap/JCJ","JCJ","Chuja Heliport","KR","","","CJU","",8,33.5,126.5
"ap/JCK","JCK","Julia Creek Arpt","AU","QL","","JCK","QHF",2,-20.67,141.72
"ap/JDF","JDF","Francisco De Assis Arpt","BR","","","JDF","",2,-21.75,-43.33
"ap/JDH","JDH","Jodhpur Arpt","IN","","","JDH","QHF",2,26.26,73.04
"ap/JDO","JDO","Regional Do Cariri Arpt","BR","","","JDO","",2,-7.21,-39.26
"ap/JDP","JDP","Issy Les Moulineaux Arpt","FR","","","PAR","",9,48.81,2.28
"ap/JDZ","JDZ","Jingdezhen Arpt","CN","","","JDZ","QHF",2,29.26,117.18
"ap/JED","JED","Jeddah Intl","SA","","","JED","",2,21.68,39.15
"ap/JEF","JEF","Jefferson City Memorial","US","MO","","JEF","",9,38.59,-92.16
"ap/JEG","JEG","Aasiaat Arpt","GL","","","JEG","",2,68.7,-52.75
"ap/JER","JER","States Airport","GB","","","JER","QHF",2,49.2,-2.19
"ap/JFK","JFK","New York - JFK airport","US","NY","NYC","NYC","",2,40.64,-73.77
"ap/JFM","JFM","Fremantle Heliport","AU","WA","","JFM","QHF",8,-32.03,115.73
"ap/JGA","JGA","Govardhanpur Arpt","IN","","","JGA","",2,22.45,70
"ap/JGN","JGN","Jiayuguan Arpt","CN","","","JGN","QHF",2,39.75,98.25
"ap/JGR","JGR","Groennedal Heliport","GL","","","JGR","",4,61.23,-48.1
"ap/JGX","JGX","Heliport","US","CA","","BUR","",8,34.13,-118.26
"ap/JHB","JHB","Sultan Ismail Intl Arpt","MY","","","JHB","",2,1.73,103.62
"ap/JHE","JHE","Helsingborg Heliport","SE","","","JHE","",4,56.05,12.7
"ap/JHG","JHG","Jinghong Arpt","CN","","","JHG","",2,22.01,100.8
"ap/JHM","JHM","Kapalua Arpt","US","HI","QKA","JHM","",2,20.96,-156.67
"ap/JHQ","JHQ","Shute Harbour Heliport","AU","QL","","JHQ","QHF",4,-20.28,148.75
"ap/JHS","JHS","Sisimiut Arpt","GL","","","JHS","",2,66.93,-53.7
"ap/JHW","JHW","Chautauqua Cty Arpt","US","NY","","JHW","",2,42.15,-79.25
"ap/JIB","JIB","Ambouli Airport","DJ","","","JIB","",2,11.55,43.16
"ap/JIK","JIK","Ikaria Arpt","GR","","","JIK","",2,47.66,26.33
